text,labels
"The covid-19 situation.  My job hours got cut, and I'm worried about contracting it.",3
"my friends death, his service was today.",4
Things are not going well with my Uncle.,6
being off of work,3
"There was just so much going on and so many birthdays this weekend, plus I had to work early all weekend on top of it.",4
"I'm going to have to study on my birthday, I have so many tests next week.",5
my current job has been stressing me out.,3
I hate that I can't loose weight because of this fucking disease.,8
recently i've been getting rather stressed out whenever i have to multitask.,1
there's just so much going on at work.,3
"I would text back regarding the health of my dog, who has cancer.",8
My mom is really starting to irk me.,6
having trouble choosing meals for the week=getting everyone to agree!,1
Like.. I feel like I absolutely cannot relax if there's something that needs to be done around the house.,1
i'm scared that i'm always going to make those mistakes.,1
"I accidentally upset one of my friends, and now she won't respond to any messages.",4
a recent situation is that my house is listed and not selling quick,7
ill drink too much and something is just going to set me off and ill be a bawling mess.,0
my financial situation,7
i know my dad is depressed because of the divorce and his job and the rest of his siblings aren't all that mentally stable either.,6
I have been feeling a bit lonely lately.,4
"just feel stress, kinda empty and just depressed.",0
I'm nervous cuz interim reports come out soon for school and im failing psychology cuz mr.,5
Im stressed and worried about school.,5
not having enough time in the day,1
Girl tell me why my aunt (that lives) around the corner stole $20 from me.,6
I got really worried cause I dont have anymore practices until the meet.,2
"Overall I've felt farly lonely lately, also a bit concerned.",0
My family life is broken,6
Super stresses about coronavirus and its impact on my job and my finances,3
It's so hard to stand and comfort my friends who are losing so much and becoming injured when I am safe.,0
But I've been getting a lot of sore throats lately and getting sickish every other week or so it seems.,8
I became so reclusive at this point that I know my mom was worried.,6
The stupid COVID outbreak,8
"family is driving me crazy, think i need a break!",6
That's why I felt so sad because I'm not keeping up with my daily readings.,5
The virus that is spreading.,2
"Hmm... Life has just been feeling alittle monotonous lately, i need spontinaity.",0
"It really sucks and I feel bad for her, and I just want things to get better for her.",4
The current pandemic and how much its discussed on the news,8
"Work has been rough this week, started out the week with having to tell family that we didn't have a room for them because CP over booked us.",3
I'm stressed out about the corona virus.,8
Apparently work hours are all messed up.,3
"I don't really know how to handle the situation, and it makes me anxious if I think about it too much.",0
My poor dog is in so much pain with his cancers.,0
I have been working hard lately to pull my grades up in school that I have sadly let slip.,5
"My company hasn't been giving me a lot of support, and it's wearing me out.",3
trying to save for a down payment on a house,7
my boyfriend is fighting with me,4
I'm starting to not even like my job.,3
"I have been fighting with my boyfriend everyday, and its been very stressful.",4
"This whole Coronavirus pandemic is stressing me out, I lost my job.",3
This coronavirus pandemic has been driving me crazy,0
"It's so odd, driving on my way to work everything that seemed to be so pain staking and huge became frivolous.",3
Lost my job so I don't know how rent will be paid,3
I've just been ridiculously emotional.,0
Still can't afford a mortgage on anything worth having.,7
the trump corruption and impeachment with new controversies every day is exhausting,2
im so stressed out with school.,5
i feel bad for dorota's mom.,6
My nagging girlfriend who is insecure with herslef.,4
"It's compounded by feeling like Work is pretty much pointless and stressful, and that I get hardly any free time any more.",3
living in my mom's house right now. takes me back to how i felt as a child.,6
I'm a bit frustrated about how long it is taking me to lose weight.,8
"I have 3 months of intense study ahead of me ,I'm looking foward to it emensely.",5
"There's always some reason to feel not good enough, and it's hard at the end of the day.",0
step son is acting up again.,6
"With all the crap I have to deal with at home and work and school, carrying these issues on my shoulder isnt the most comforting thing.",5
"My worrying gives me headaches, makes me irritable, sick, and most of all, negatively impacts my relationships.",4
Mom and Dad would never forgive us.,6
the amount of work my supervisor assigned me,3
im worried i might get laid off due to coronovirus,3
